ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text
"astro_m13","Pulsar Champion",4,"MINION","ASTROMANCERS","COMMON",4,5,"","DRAIN, DEPLOY","DOUBLE STRIKE. DRAIN. Deal 1 damage to a random enemy"
"astro_m14","Void Dancer",4,"MINION","ASTROMANCERS","RARE",5,4,"","BLITZ","BLITZ. DOUBLE STRIKE"
"astro_m15","Astral Guardian",4,"MINION","ASTROMANCERS","COMMON",3,7,"","GUARDIAN, DRAIN","BARRIER. DRAIN"
"astro_m16","Celestial Blade",5,"MINION","ASTROMANCERS","COMMON",5,6,"","DRAIN, SWIFT","Deal 3 damage to a random enemy"
"astro_m17","Starshaper",5,"MINION","ASTROMANCERS","RARE",5,6,"","BARRIER, DEPLOY","DOUBLE STRIKE. BARRIER. Deal 3 damage to a random enemy"
"astro_m18","Quasar Knight",5,"MINION","ASTROMANCERS","COMMON",5,7,"","DRAIN, DEPLOY","BLITZ. DRAIN. Draw a card"
"astro_m19","Galaxy Warden",6,"MINION","ASTROMANCERS","COMMON",6,7,"","BARRIER, DRAIN, DEPLOY","DOUBLE STRIKE. BARRIER. DRAIN. Give all friendly minions +1/+1"
"astro_m20","Nova Titan",6,"MINION","ASTROMANCERS","RARE",7,6,"","SWIFT, DEPLOY","DOUBLE STRIKE. BLITZ. Deal 2 damage to all enemy minions"
"astro_m21","Cosmic Arbiter",7,"MINION","ASTROMANCERS","EPIC",7,8,"","BARRIER, DRAIN, DEPLOY","DOUBLE STRIKE. BARRIER. DRAIN. BLITZ. Deal 4 damage to a random enemy"
"astro_m22","Constellation Emperor",9,"MINION","ASTROMANCERS","EPIC",9,10,"","DRAIN, BARRIER, SWIFT, DEPLOY","DOUBLE STRIKE. DRAIN. BARRIER. Give all friendly minions +2/+2"
"astro_celestial_oracle","CELESTIAL ORACLE",8,"MINION","ASTROMANCERS","EPIC",7,11,"","DRAIN, BLITZ, DEPLOY","Draw a card"
"chrono_s1","Time Bolt",1,"SPELL","CHRONOBOUND","COMMON",,,"","","Deal 3 damage"
"chrono_s2","Temporal Shift",2,"SPELL","CHRONOBOUND","COMMON",,,"","","Draw 2 cards"
"chrono_s3","Chrono Blast",3,"SPELL","CHRONOBOUND","RARE",,,"","","Deal 2 damage to all enemy minions"
"chrono_s4","Paradox Strike",4,"SPELL","CHRONOBOUND","COMMON",,,"","","Deal 5 damage. Draw a card"
"chrono_s5","Epoch Collapse",6,"SPELL","CHRONOBOUND","RARE",,,"","","Deal 4 damage to all enemies"
"chrono_st1","Time Rift",2,"STRUCTURE","CHRONOBOUND","COMMON",,,"","DEPLOY","Start of turn: Draw a card"
"chrono_st2","Temporal Forge",3,"STRUCTURE","CHRONOBOUND","COMMON",1,0,"","DEPLOY","Start of turn: Give all friendly minions +1/+0"
"chrono_st3","Paradox Engine",4,"STRUCTURE","CHRONOBOUND","RARE",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"chrono_m1","Temporal Wisp",1,"MINION","CHRONOBOUND","COMMON",2,2,"","DOUBLE_STRIKE","Draw a card"
"chrono_m2","Chrono Scout",1,"MINION","CHRONOBOUND","COMMON",1,2,"","LETHAL, DEPLOY","LETHAL. Draw a card"
"chrono_m3","Phase Shifter",1,"MINION","CHRONOBOUND","COMMON",2,1,"","BLITZ","BLITZ"
"chrono_m4","Echo Fragment",1,"MINION","CHRONOBOUND","COMMON",1,3,"","BARRIER","BARRIER"
"chrono_m5","Paradox Agent",2,"MINION","CHRONOBOUND","COMMON",3,2,"","LETHAL","LETHAL. DOUBLE STRIKE"
"chrono_m6","Time Stalker",2,"MINION","CHRONOBOUND","COMMON",2,3,"","DRAIN","DRAIN. BLITZ"
"chrono_m7","Clockwork Assassin",2,"MINION","CHRONOBOUND","COMMON",3,3,"","LETHAL","Deal 1 damage to a random enemy"
"chrono_m8","Flux Walker",2,"MINION","CHRONOBOUND","COMMON",2,4,"","DRAIN, DEPLOY","DRAIN. Deal 1 damage to a random enemy"
"chrono_m9","Epoch Blade",3,"MINION","CHRONOBOUND","RARE",3,4,"","DRAIN","DOUBLE STRIKE. DRAIN"
"chrono_m10","Temporal Knight",3,"MINION","CHRONOBOUND","COMMON",3,5,"","DRAIN","Deal 1 damage to a random enemy"
"chrono_m11","Moment Stealer",3,"MINION","CHRONOBOUND","COMMON",4,3,"","SWIFT, DEPLOY","LETHAL. SWIFT. Deal 1 damage to a random enemy"
"chrono_m12","Chrono Ravager",4,"MINION","CHRONOBOUND","COMMON",5,4,"","BLITZ","Deal 2 damage to a random enemy"
"chrono_m13","Time Lord",4,"MINION","CHRONOBOUND","RARE",4,5,"","DRAIN, DEPLOY","LETHAL. DRAIN. Deal 2 damage to a random enemy"
"chrono_m14","Paradox Sentinel",4,"MINION","CHRONOBOUND","COMMON",3,7,"","BARRIER, DRAIN","BARRIER. DRAIN"
"chrono_m15","Temporal Titan",5,"MINION","CHRONOBOUND","COMMON",5,6,"","DRAIN, BLITZ","Deal 2 damage to a random enemy"
"chrono_m16","Epoch Warden",5,"MINION","CHRONOBOUND","RARE",4,8,"","BARRIER, DRAIN, DEPLOY","BARRIER. DRAIN. LETHAL. Deal 2 damage to a random enemy"
"chrono_m17","Infinity Blade",6,"MINION","CHRONOBOUND","COMMON",6,7,"","DRAIN, BLITZ, DEPLOY","DOUBLE STRIKE. DRAIN. BLITZ. Deal 3 damage to a random enemy"
"chrono_m18","Chrono Colossus",6,"MINION","CHRONOBOUND","RARE",5,9,"","BARRIER, DRAIN, DEPLOY","LETHAL. BARRIER. DRAIN. Deal 2 damage to all enemy minions"
"chrono_m19","Temporal Arbiter",7,"MINION","CHRONOBOUND","EPIC",7,8,"","DRAIN, BLITZ, DEPLOY","DOUBLE STRIKE. LETHAL. DRAIN. BLITZ. Deal 3 damage to all enemy minions"
"chrono_m20","Time Phantom",3,"MINION","CHRONOBOUND","COMMON",3,4,"","LETHAL, DRAIN, DEPLOY","LETHAL. DRAIN. Draw a card"
"chrono_timeshaper_masterpiece","TIMESHAPER'S MASTERPIECE",8,"MINION","CHRONOBOUND","EPIC",8,10,"","BARRIER, BLITZ, DEPLOY","Deal 8 damage to a random enemy"
"chrono_timeshaper_chronus","TIMESHAPER CHRONUS",9,"MINION","CHRONOBOUND","LEGENDARY",7,11,"","LETHAL, DEPLOY","Deal 9 damage to a random enemy"
"cog_deck_legendary","THE INFINITY COIL",7,"MINION","COGSMITHS","LEGENDARY",6,9,"MECH","GUARDIAN, DEPLOY","Deal 9 damage to a random enemy"
"lum_deck_legendary","SOLARIUS, THE UNDYING LIGHT",8,"MINION","LUMINAR","LEGENDARY",6,10,"ELEMENTAL","DRAIN, BARRIER, DEPLOY","Deal 9 damage to a random enemy"
"pyro_deck_legendary","PHOENIX ETERNUS",6,"MINION","PYROCLAST","LEGENDARY",6,5,"ELEMENTAL","BLITZ, LAST_WORDS","BLITZ. LAST WORDS: Deal 3 damage to all enemy minions."
"bio_deck_legendary","WORLDSHAPER THORNA",8,"MINION","BIOTITANS","LEGENDARY",7,10,"BEAST","GUARDIAN, DEPLOY","Deal 9 damage to a random enemy"
"pc_deck_legendary","CAPTAIN SHADOWVANE",7,"MINION","PHANTOM_CORSAIRS","LEGENDARY",6,6,"PIRATE","SWIFT, CLOAK, DEPLOY","Deal 9 damage to a random enemy"
"astro_deck_legendary","ORACLE STELLARA",8,"MINION","ASTROMANCERS","LEGENDARY",5,8,"ELEMENTAL","BARRIER, DEPLOY, LAST_WORDS","Deal 9 damage to a random enemy"
